,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
3710,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 02:03,,,en,Twitter for iPad,0,279
3711,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 02:01,,,en,Twitter Web App,0,279
3712,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 02:01,,,en,Twitter for iPad,0,279
3713,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 02:00,,,en,Twitter Web App,0,279
3714,b'\xe2\x80\x9cI was so isolated and disempowered and I felt fundamentally alone in the shame of this horrible event. Now I\xe2\x80\x99ve come to terms with it and I\xe2\x80\x99m able to speak about it and that\xe2\x80\x99s been quite healing.\xe2\x80\x9d\n\n#Trauma #Rape #SexualAssault https://t.co/jhFfInxXG6',1.38904E+18,251,03-05-2021 02:00,,,en,Twitter Web App,4,2
3715,b'\xe0\xb0\x95\xe0\xb0\xb0\xe0\xb1\x8b\xe0\xb0\xa8\xe0\xb0\xbe \xe0\xb0\xb8\xe0\xb1\x86\xe0\xb0\x82\xe0\xb0\x9f\xe0\xb0\xb0\xe0\xb1\x8d \xe0\xb0\xb2\xe0\xb1\x8b\xe0\xb0\xa8\xe0\xb1\x82 \xe0\xb0\xb0\xe0\xb1\x86\xe0\xb0\x9a\xe0\xb1\x8d\xe0\xb0\x9a\xe0\xb0\xbf\xe0\xb0\xaa\xe0\xb1\x8b\xe0\xb0\xa4\xe0\xb1\x81\xe0\xb0\xa8\xe0\xb1\x8d\xe0\xb0\xa8 \xe0\xb0\x95\xe0\xb0\xbe\xe0\xb0\xae\xe0\xb0\xbe\xe0\xb0\x82\xe0\xb0\xa7\xe0\xb1\x81\xe0\xb0\xb2\xe0\xb1\x81.. \xe0\xb0\xb0\xe0\xb1\x8b\xe0\xb0\x97\xe0\xb1\x81\xe0\xb0\xb2\xe0\xb0\xa8\xe0\xb1\x81 \xe0\xb0\xb5\xe0\xb0\xa6\xe0\xb0\xb2\xe0\xb0\x95\xe0\xb1\x81\xe0\xb0\x82\xe0\xb0\xa1\xe0\xb0\xbe.. \n#CoronaPandemic #rape #victims #coronaPatient #COVID19India #COVIDEmergency \n https://t.co/7XLUe0a0HC',1.38904E+18,165,03-05-2021 01:59,,,te,Twitter Web App,0,0
3716,b'RT @findyrPath: No does not mean try harder. Free resources are available for survivors of #rape and #sexualviolence in #Nigeria. You do no\xe2\x80\xa6',1.38904E+18,140,03-05-2021 01:58,,,en,Twitter for Android,0,13
3717,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 01:58,,,en,Twitter for iPad,0,279
3718,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 01:54,,,en,Twitter Web App,0,279
3719,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38904E+18,140,03-05-2021 01:52,,,en,Twitter for Android,0,279
3720,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:50,,,en,Twitter for Android,0,279
3721,"b'RT @JusticeOzzie: @TimWilsonMP No Tim Wilson, you\xe2\x80\x99re WRONG. #Australia is a very weak nation when the #LNPCorruptionParty are in Govt, free\xe2\x80\xa6'",1.38903E+18,140,03-05-2021 01:50,,,en,Twitter Web App,0,51
3722,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:48,,,en,Twitter Web App,0,279
3723,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:47,,,en,Twitter for iPhone,0,279
3724,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:46,,,en,Twitter for Android,0,279
3725,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:45,,,en,Twitter for iPhone,0,279
3726,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:43,,,en,Twitter for Android,0,279
3727,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:42,,,en,Twitter for iPhone,0,279
3728,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:41,,,en,Twitter Web App,0,279
3729,b'RT @MargaretKaine: Book 1 Ring of Clay #Potteries #saga #rape\nhttps://t.co/Xo5BF7mP0b\nBook 2 Rosemary #adoption #Search\nhttps://t.co/72fTzy\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:39,,,en,Twitter Web App,0,13
3730,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:39,,,en,Twitter Web App,0,279
3731,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:38,,,en,Twitter for Android,0,279
3732,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:37,,,en,Twitter for Android,0,279
3733,b'RT @why_malcolm: \xf0\x9f\x9a\xa8#EXCLUSIVE \xf0\x9f\x9a\xa8\n#Polisario victims call for justice in front of hospital treating Brahim Ghali in #Spain\nGhali is accused of\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:35,,,en,Twitter Web App,0,75
3734,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:35,,,en,Twitter Web App,0,279
3735,b'RT @why_malcolm: \xf0\x9f\x9a\xa8#EXCLUSIVE \xf0\x9f\x9a\xa8\n#Polisario victims call for justice in front of hospital treating Brahim Ghali in #Spain\nGhali is accused of\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:34,,,en,Twitter Web App,0,75
3736,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1.38903E+18,140,03-05-2021 01:30,,,en,Twitter for iPhone,0,78
3737,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:26,,,en,Twitter for iPhone,0,279
3738,b'No does not mean try harder. Free resources are available for survivors of #rape and #sexualviolence in #Nigeria. You do not have to suffer in silence. Please reach out. #EndRape #EndChildSexAbuse #NoMeansNo #SheSaidNo #TakeMeOffMute https://t.co/az5rKmd2cy',1.38903E+18,257,03-05-2021 01:24,,,en,Twitter for iPhone,15,13
3739,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:23,,,en,Twitter Web App,0,279
3740,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:18,,,en,Twitter for Android,0,279
3741,"b""RT @miriamcosic: Sleazy, but unless it's a question of consent, let's not bury the enormity of sexual assault and rape in parliamentary cir\xe2\x80\xa6""",1.38903E+18,140,03-05-2021 01:16,,,en,Twitter Web App,0,1
3742,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:16,,,en,Twitter for iPhone,0,279
3743,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:15,,,en,Twitter Web App,0,279
3744,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:14,,,en,Twitter Web App,0,279
3745,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38903E+18,140,03-05-2021 01:14,,,en,Twitter for iPhone,0,279
3746,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 01:11,,,en,Twitter for iPhone,0,279
3747,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 01:07,,,en,Twitter for Android,0,279
3748,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 01:03,,,en,Twitter for iPhone,0,279
3749,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 01:02,,,en,Twitter for Android,0,279
3750,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:59,,,en,Twitter for Android,0,279
3751,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:59,,,en,Twitter Web App,0,279
3752,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:57,,,en,Twitter for iPad,0,279
3753,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:55,,,en,Twitter for Android,0,279
3754,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:53,,,en,Twitter for Android,0,279
3755,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:52,,,en,Twitter for iPhone,0,279
3756,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:51,,,en,Twitter for iPhone,0,279
3757,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:46,,,en,Twitter for iPhone,0,279
3758,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:46,,,en,Twitter Web App,0,279
3759,b'RT @MargaretKaine: Book 1 Ring of Clay #Potteries #saga #rape\nhttps://t.co/Xo5BF7mP0b\nBook 2 Rosemary #adoption #Search\nhttps://t.co/72fTzy\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:45,,,en,TweetDeck,0,13
3760,b'RT @MargaretKaine: Book 1 Ring of Clay #Potteries #saga #rape\nhttps://t.co/Xo5BF7mP0b\nBook 2 Rosemary #adoption #Search\nhttps://t.co/72fTzy\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:45,,,en,TweetDeck,0,13
3761,b'RT @MargaretKaine: Book 1 Ring of Clay #Potteries #saga #rape\nhttps://t.co/Xo5BF7mP0b\nBook 2 Rosemary #adoption #Search\nhttps://t.co/72fTzy\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:45,,,en,TweetDeck,0,13
3762,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:44,,,en,Twitter Web App,0,279
3763,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:43,,,en,Twitter for iPhone,0,279
3764,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:42,,,en,Twitter Web App,0,279
3765,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:41,,,en,Twitter for Android,0,279
3766,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1.38902E+18,140,03-05-2021 00:40,,,en,Twitter Web App,0,78
3767,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:37,,,en,Twitter for iPhone,0,279
3768,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:36,,,en,Twitter for Android,0,279
3769,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38902E+18,140,03-05-2021 00:35,,,en,Twitter for iPhone,0,279
3770,"b'RT @Kidanekidane1: 180 days of suffering,#massacre ,#Rape #starvation &amp; #looting.Z plight of Z Tigray ppl continues. The #Eritrean Troops c\xe2\x80\xa6'",1.38902E+18,144,03-05-2021 00:34,,,en,Twitter for iPhone,0,2
3771,"b""#rape #think #painful Should #Bangladesh #Pakistan &amp; #Afghanistan's Muslim persecuted #Hindus &amp; #Christians allow persecutors to #India? Victims say NO. #Indian opposition &amp; West say 'you have to allow'! https://t.co/VqVmmrTIiI's https://t.co/TB70V4rpoB https://t.co/TUXp1KMoO1""",1.38902E+18,289,03-05-2021 00:34,,,en,Tweet Suite,0,0
3772,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:31,,,en,Twitter for iPad,0,279
3773,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:29,,,en,Twitter Web App,0,279
3774,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:28,,,en,Twitter Web App,0,279
3775,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:28,,,en,Twitter Web App,0,279
3776,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:27,,,en,Twitter for Android,0,279
3777,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:27,,,en,Twitter for Android,0,279
3778,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:25,,,en,Twitter for iPhone,0,279
3779,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:25,,,en,Twitter Web App,0,279
3780,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:24,,,en,Twitter for Android,0,279
3781,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:24,,,en,Twitter Web App,0,279
3782,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:24,,,en,Twitter for iPhone,0,279
3783,b'#nationaldatabase #youramerica #wrongfulraid #torture #assault #yourheroes #yourmonsters #corruption #rape #murder #theft #accountability #civilrights #endqualifiedimmunity Wandering cops moving fm dept to department is a roadblock to police accountability https://t.co/AOYc6mC4F9',1.38901E+18,280,03-05-2021 00:22,,,en,Twitter Web App,0,0
3784,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:21,,,en,Twitter for Android,0,279
3785,b'#auspol #domesticviolence #rape #murder read and understand https://t.co/ciOhs2dtOS https://t.co/B7JNVmOXQH',1.38901E+18,107,03-05-2021 00:20,,,en,Twitter for Android,1,0
3786,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:20,,,en,Twitter Web App,0,279
3787,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:20,,,en,Twitter for iPhone,0,279
3788,"b""RT @stop4nowt: #auspol #ScottyFromHillsong doesn't want to hear about #rape and #misogyny he just wants to carry on being the vessel of god""",1.38901E+18,139,03-05-2021 00:19,,,en,Twitter for iPad,0,1
3789,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:19,,,en,Twitter Web App,0,279
3790,"b""#auspol #ScottyFromHillsong doesn't want to hear about #rape and #misogyny he just wants to carry on being the vessel of god https://t.co/RzeUleFOSY""",1.38901E+18,148,03-05-2021 00:19,,,en,Twitter for Android,0,1
3791,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:18,,,en,Twitter Web App,0,279
3792,b'#Madeleine #McCann #suspect #Christian Brueckner is to be with 2004 #rape of #Irish tour r - May 2 @ 8:16 PM ET https://t.co/L2qkjXVaYN',1.38901E+18,135,03-05-2021 00:18,,,en,PulpNews,1,0
3793,"b""RT @SMaurizi: it's really tragic that the @guardian\n keeps writing about Julian #Assange's #rape allegations, as @At_Raf_ does, in a comple\xe2\x80\xa6""",1.38901E+18,140,03-05-2021 00:16,,,en,Twitter for Android,0,20
3794,"b""RT @VolHubAfrica: We were out to join in the Walk Against Rape - Who's That Girl 3.0\nWe had a wonderful experience! \n\n#justiceforrapeinnige\xe2\x80\xa6""",1.38901E+18,140,03-05-2021 00:16,,,en,Twitter for Android,0,7
3795,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:16,,,en,Twitter for iPhone,0,279
3796,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:14,,,en,Twitter for iPhone,0,279
3797,b'RT @_chocolatebella: Sierra Leone declares #Rape and #SexualViolence a National Emergency. @PresidentBio orders free medical care for victi\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:14,,,en,Twitter for Android,0,76
3798,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:12,,,en,Twitter for Android,0,279
3799,b'Carry olosho or wank nitori oloun. Why rape and kill innocent girls. We need to tell truths that are obviously staring us inni face. We are a country filled with hypocrisy and pretense #babaijesha #Rapist #rape',1.38901E+18,210,03-05-2021 00:11,"Place(_api=<tweepy.api.API object at 0x7fd4c3f65910>, id='005dbe7e6949db42', url='https://api.twitter.com/1.1/geo/id/005dbe7e6949db42.json', place_type='city', name='Benin-City', full_name='Benin-City, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fd4c3f65910>, type='Polygon', coordinates=[[[5.5532952, 6.2445092], [5.7292806, 6.2445092], [5.7292806, 6.4254003], [5.5532952, 6.4254003]]]), attributes={})",,en,Twitter for iPhone,0,0
3800,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:11,,,en,Twitter for iPad,0,279
3801,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:11,,,en,Twitter for Android,0,279
3802,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:07,,,en,Twitter Web App,0,279
3803,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:04,,,en,Twitter Web App,0,279
3804,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:04,,,en,Twitter for iPad,0,279
3805,b'RT @why_malcolm: \xf0\x9f\x9a\xa8#EXCLUSIVE \xf0\x9f\x9a\xa8\n#Polisario victims call for justice in front of hospital treating Brahim Ghali in #Spain\nGhali is accused of\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:01,,,en,Twitter Web App,0,75
3806,"b'He promised us 10,000 jobs in #akwaibom #IniubongUmoren would have been working ,but they job opportunities wasn\xe2\x80\x99t available in the state.....our government has failed us #AkwaIbomTwitter #saynotorape #rape'",1.38901E+18,206,03-05-2021 00:01,,,en,Twitter for iPhone,0,0
3807,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,03-05-2021 00:00,,,en,Twitter for iPad,0,279
3808,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,02-05-2021 23:59,,,en,Twitter for Android,0,279
3809,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1.38901E+18,140,02-05-2021 23:56,,,en,Twitter for Android,0,78
3810,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.38901E+18,140,02-05-2021 23:53,,,en,Twitter for iPad,0,279
3811,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.389E+18,140,02-05-2021 23:52,,,en,Twitter Web App,0,279
3812,b'RT @JusticeOzzie: Ms Brittany Higgins : \xe2\x80\x9cAt the start of the meeting he (Scott Morrison) made a concession that he was sorry for my feeling\xe2\x80\xa6',1.389E+18,140,02-05-2021 23:49,,,en,Twitter Web App,0,279
3813,"b'DNA evidence leads to arrest of Andre William Lepere, 64, for 1981 murder of 79-year-old Anaheim woman https://t.co/CePhX3RClR #California #NewMexico #murder #asphyxiation #rape https://t.co/KZeh7OpLr9'",1.389E+18,201,02-05-2021 23:49,,,en,Buffer,0,0
